
                        BEAST v2.6.7, 2002-2022
             Bayesian Evolutionary Analysis Sampling Trees
                       Designed and developed by
 Remco Bouckaert, Alexei J. Drummond, Andrew Rambaut & Marc A. Suchard
                                    
                   Centre for Computational Evolution
                         University of Auckland
                       r.bouckaert@auckland.ac.nz
                        alexei@cs.auckland.ac.nz
                                    
                   Institute of Evolutionary Biology
                        University of Edinburgh
                           a.rambaut@ed.ac.uk
                                    
                    David Geffen School of Medicine
                 University of California, Los Angeles
                           msuchard@ucla.edu
                                    
                      Downloads, Help & Resources:
                           http://beast2.org/
                                    
  Source code distributed under the GNU Lesser General Public License:
                   http://github.com/CompEvol/beast2
                                    
                           BEAST developers:
   Alex Alekseyenko, Trevor Bedford, Erik Bloomquist, Joseph Heled, 
 Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li, 
Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel, 
          Oliver Pybus, Tim Vaughan, Chieh-Hsi Wu, Walter Xie
                                    
                               Thanks to:
          Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Writing state to file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-473831.state
Random number seed: 473831

Alignment(2023-03-01 56 WGS D8)
  52 taxa
  15894 sites
  166 patterns

PP_004FFJG.1 = 2024.1010928961748 (0.685678506375325)
PP_004FFKE.1 = 2024.1120218579235 (0.674749544626593)
PP_004FFLC.1 = 2024.122950819672 (0.6638205828780883)
PP_004FFMA.1 = 2024.1584699453551 (0.6283014571949934)
PP_004FFN8.1 = 2024.1612021857923 (0.6255692167578673)
PP_004FFP6.1 = 2024.1803278688524 (0.6064435336977567)
PP_004FFQ4.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFR2.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFS0.1 = 2024.1966074681238 (0.5901639344263003)
PP_004FFTY.1 = 2024.2239298724955 (0.5628415300545839)
42 more...
  Using BEAGLE version: 4.0.1 (PRE-RELEASE) resource 0: CPU (x86_64)
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_SSE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
===============================================================================
Citations for this model:

Bouckaert, Remco, Timothy G. Vaughan, Joëlle Barido-Sottani, Sebastián Duchêne, Mathieu Fourment, 
Alexandra Gavryushkina, Joseph Heled, Graham Jones, Denise Kühnert, Nicola De Maio, Michael Matschiner, 
Fábio K. Mendes, Nicola F. Müller, Huw A. Ogilvie, Louis du Plessis, Alex Popinga, Andrew Rambaut, 
David Rasmussen, Igor Siveroni, Marc A. Suchard, Chieh-Hsi Wu, Dong Xie, Chi Zhang, Tanja Stadler, 
Alexei J. Drummond 
  BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis. 
  PLoS computational biology 15, no. 4 (2019): e1006650.

Hasegawa M, Kishino H, Yano T (1985) Dating the human-ape splitting by a
  molecular clock of mitochondrial DNA. Journal of Molecular Evolution
  22:160-174.

===============================================================================
Start likelihood: -45246.348380832154 
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-473831-BEAST.log
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-473831-BEAST.trees
         Sample      posterior     likelihood          prior
        3060000    -24764.6886    -24693.5340       -71.1546 1m21s/Msamples
        3070000    -24783.6488    -24696.3345       -87.3143 1m21s/Msamples
        3080000    -24792.0889    -24706.6994       -85.3895 1m21s/Msamples
        3090000    -24799.2512    -24713.7636       -85.4875 1m21s/Msamples
        3100000    -24761.1617    -24705.4915       -55.6701 1m21s/Msamples
        3110000    -24744.1177    -24699.0476       -45.0700 1m21s/Msamples
        3120000    -24772.8658    -24701.4848       -71.3810 1m21s/Msamples
        3130000    -24776.0487    -24698.6182       -77.4304 1m21s/Msamples
        3140000    -24783.0061    -24700.9399       -82.0662 1m21s/Msamples
        3150000    -24781.6557    -24697.8727       -83.7830 1m21s/Msamples
        3160000    -24768.5168    -24701.4542       -67.0625 1m21s/Msamples
        3170000    -24760.7621    -24695.3967       -65.3654 1m21s/Msamples
        3180000    -24742.6257    -24701.0338       -41.5918 1m21s/Msamples
        3190000    -24759.1344    -24701.4560       -57.6783 1m21s/Msamples
        3200000    -24760.9984    -24704.6207       -56.3777 1m21s/Msamples
        3210000    -24752.7667    -24699.2177       -53.5490 1m21s/Msamples
        3220000    -24768.4093    -24701.6085       -66.8007 1m21s/Msamples
        3230000    -24767.5081    -24697.0998       -70.4083 1m21s/Msamples
        3240000    -24754.3920    -24693.5383       -60.8536 1m21s/Msamples
        3250000    -24750.9355    -24699.0408       -51.8947 1m21s/Msamples
        3260000    -24756.8847    -24700.7170       -56.1676 1m21s/Msamples
        3270000    -24755.3955    -24705.4447       -49.9507 1m21s/Msamples
        3280000    -24755.6579    -24691.2989       -64.3590 1m21s/Msamples
        3290000    -24760.7297    -24710.6309       -50.0987 1m21s/Msamples
        3300000    -24754.5724    -24701.8556       -52.7167 1m21s/Msamples
        3310000    -24755.4976    -24709.3107       -46.1869 1m21s/Msamples
        3320000    -24759.9106    -24697.3441       -62.5664 1m21s/Msamples
        3330000    -24787.2771    -24699.1519       -88.1252 1m21s/Msamples
        3340000    -24771.4417    -24698.5000       -72.9417 1m21s/Msamples
        3350000    -24758.6858    -24703.3620       -55.3237 1m21s/Msamples
        3360000    -24767.1305    -24709.3874       -57.7431 1m21s/Msamples
        3370000    -24758.8561    -24701.1533       -57.7027 1m21s/Msamples
        3380000    -24771.6333    -24694.0244       -77.6088 1m21s/Msamples
        3390000    -24766.5417    -24702.6854       -63.8562 1m21s/Msamples
        3400000    -24767.5972    -24695.7618       -71.8353 1m21s/Msamples
        3410000    -24764.6598    -24694.7700       -69.8897 1m21s/Msamples
        3420000    -24753.2247    -24701.0428       -52.1818 1m21s/Msamples
        3430000    -24747.6645    -24702.9517       -44.7128 1m21s/Msamples
        3440000    -24751.3765    -24704.2546       -47.1218 1m21s/Msamples
        3450000    -24762.1737    -24700.8863       -61.2873 1m21s/Msamples
        3460000    -24761.8505    -24700.3946       -61.4558 1m21s/Msamples
        3470000    -24765.3244    -24691.2607       -74.0636 1m21s/Msamples
        3480000    -24764.1396    -24690.6715       -73.4680 1m21s/Msamples
        3490000    -24749.1066    -24701.4974       -47.6091 1m21s/Msamples
        3500000    -24781.4191    -24716.0203       -65.3987 1m21s/Msamples
        3510000    -24759.7790    -24695.2011       -64.5779 1m21s/Msamples
        3520000    -24762.3818    -24700.7960       -61.5858 1m21s/Msamples
        3530000    -24741.7303    -24691.9600       -49.7702 1m21s/Msamples
        3540000    -24752.1694    -24694.9585       -57.2108 1m21s/Msamples
        3550000    -24758.7505    -24692.7005       -66.0499 1m21s/Msamples
        3560000    -24768.2634    -24697.8762       -70.3871 1m21s/Msamples
        3570000    -24767.3157    -24703.1775       -64.1381 1m21s/Msamples
        3580000    -24776.1466    -24696.1625       -79.9841 1m21s/Msamples
        3590000    -24766.2040    -24700.1124       -66.0915 1m20s/Msamples
        3600000    -24747.9770    -24702.8708       -45.1062 1m20s/Msamples
        3610000    -24762.4324    -24703.4912       -58.9411 1m21s/Msamples
        3620000    -24765.4740    -24697.0114       -68.4626 1m20s/Msamples
        3630000    -24760.8701    -24698.8318       -62.0383 1m20s/Msamples
        3640000    -24750.9730    -24696.9914       -53.9815 1m20s/Msamples
        3650000    -24760.1374    -24695.7322       -64.4052 1m20s/Msamples
        3660000    -24763.5409    -24689.9342       -73.6067 1m20s/Msamples
        3670000    -24749.9690    -24694.5187       -55.4503 1m20s/Msamples
        3680000    -24745.7880    -24700.1483       -45.6397 1m20s/Msamples
        3690000    -24742.5128    -24699.2724       -43.2404 1m20s/Msamples
        3700000    -24753.9048    -24700.9651       -52.9396 1m20s/Msamples
        3710000    -24773.9948    -24702.9884       -71.0063 1m20s/Msamples
        3720000    -24755.2365    -24696.6495       -58.5870 1m20s/Msamples
        3730000    -24756.2309    -24697.5064       -58.7244 1m20s/Msamples
        3740000    -24745.3387    -24698.6869       -46.6517 1m20s/Msamples
        3750000    -24752.2857    -24696.9545       -55.3311 1m20s/Msamples
        3760000    -24754.7056    -24702.6446       -52.0610 1m20s/Msamples
        3770000    -24747.2125    -24698.6700       -48.5425 1m20s/Msamples
        3780000    -24753.5306    -24690.7413       -62.7892 1m20s/Msamples
        3790000    -24751.6791    -24697.3118       -54.3673 1m20s/Msamples
        3800000    -24752.9442    -24702.7564       -50.1878 1m20s/Msamples
        3810000    -24764.6113    -24699.1267       -65.4845 1m20s/Msamples
        3820000    -24752.6095    -24697.6084       -55.0011 1m20s/Msamples
        3830000    -24755.5706    -24699.3096       -56.2610 1m20s/Msamples
        3840000    -24756.5979    -24696.6756       -59.9222 1m20s/Msamples
        3850000    -24760.5421    -24692.8693       -67.6728 1m20s/Msamples
        3860000    -24760.6925    -24703.0071       -57.6854 1m20s/Msamples
        3870000    -24765.8788    -24707.2742       -58.6046 1m20s/Msamples
        3880000    -24779.7636    -24699.1750       -80.5885 1m20s/Msamples
        3890000    -24792.9800    -24692.9482      -100.0318 1m20s/Msamples
        3900000    -24771.6777    -24686.2129       -85.4648 1m20s/Msamples
        3910000    -24777.9634    -24695.1018       -82.8615 1m20s/Msamples
        3920000    -24793.1077    -24702.6652       -90.4425 1m20s/Msamples
        3930000    -24770.5528    -24703.0258       -67.5270 1m20s/Msamples
        3940000    -24762.2252    -24703.5946       -58.6305 1m20s/Msamples
        3950000    -24771.9591    -24699.2502       -72.7089 1m20s/Msamples
        3960000    -24772.9814    -24691.2203       -81.7611 1m20s/Msamples
        3970000    -24781.8681    -24698.9334       -82.9346 1m20s/Msamples
        3980000    -24776.4780    -24689.9397       -86.5383 1m20s/Msamples
        3990000    -24761.3525    -24694.3542       -66.9983 1m20s/Msamples
        4000000    -24759.0037    -24701.8039       -57.1998 1m20s/Msamples
        4010000    -24772.2935    -24716.7061       -55.5873 1m20s/Msamples
        4020000    -24766.7080    -24690.5962       -76.1118 1m20s/Msamples
        4030000    -24784.7561    -24708.8677       -75.8884 1m20s/Msamples
        4040000    -24769.8150    -24703.7485       -66.0665 1m20s/Msamples
        4050000    -24751.0458    -24694.7237       -56.3221 1m20s/Msamples
        4060000    -24757.6434    -24702.4476       -55.1958 1m20s/Msamples
        4070000    -24761.7274    -24692.2026       -69.5248 1m20s/Msamples
        4080000    -24752.9806    -24699.6256       -53.3550 1m20s/Msamples
        4090000    -24759.1437    -24695.1374       -64.0062 1m20s/Msamples
        4100000    -24736.7805    -24701.0040       -35.7765 1m20s/Msamples
        4110000    -24757.6684    -24702.0397       -55.6287 1m20s/Msamples
        4120000    -24764.7254    -24692.8162       -71.9091 1m20s/Msamples
        4130000    -24766.4191    -24703.6043       -62.8147 1m20s/Msamples
        4140000    -24758.3813    -24697.4135       -60.9678 1m20s/Msamples
        4150000    -24775.0590    -24699.7963       -75.2627 1m20s/Msamples
        4160000    -24757.9844    -24703.8866       -54.0978 1m20s/Msamples
        4170000    -24769.2805    -24694.4041       -74.8763 1m20s/Msamples
        4180000    -24753.7797    -24698.0887       -55.6910 1m20s/Msamples
        4190000    -24759.7075    -24692.6486       -67.0588 1m20s/Msamples
        4200000    -24762.8392    -24691.9507       -70.8885 1m20s/Msamples
        4210000    -24761.0757    -24696.5663       -64.5093 1m20s/Msamples
        4220000    -24754.2588    -24692.1323       -62.1265 1m20s/Msamples
        4230000    -24755.6950    -24699.5458       -56.1492 1m20s/Msamples
        4240000    -24755.7967    -24697.7681       -58.0285 1m20s/Msamples
        4250000    -24764.3888    -24697.5358       -66.8530 1m20s/Msamples
        4260000    -24751.1973    -24693.9211       -57.2761 1m20s/Msamples
        4270000    -24756.1915    -24697.4153       -58.7762 1m20s/Msamples
        4280000    -24759.7395    -24696.3917       -63.3478 1m20s/Msamples
        4290000    -24792.1588    -24696.5936       -95.5652 1m20s/Msamples
        4300000    -24783.3099    -24696.3700       -86.9398 1m20s/Msamples
        4310000    -24773.1045    -24690.0530       -83.0515 1m20s/Msamples
        4320000    -24795.3878    -24698.5350       -96.8528 1m20s/Msamples
        4330000    -24785.3267    -24699.4892       -85.8375 1m20s/Msamples
        4340000    -24780.2690    -24701.5145       -78.7545 1m20s/Msamples
        4350000    -24778.8448    -24695.8970       -82.9478 1m20s/Msamples
        4360000    -24790.5433    -24698.3899       -92.1534 1m20s/Msamples
        4370000    -24789.7654    -24702.0987       -87.6666 1m20s/Msamples
        4380000    -24781.2378    -24691.3802       -89.8575 1m20s/Msamples
        4390000    -24766.3309    -24703.3646       -62.9663 1m20s/Msamples
        4400000    -24754.9755    -24701.0094       -53.9661 1m20s/Msamples
        4410000    -24755.2883    -24709.4628       -45.8254 1m20s/Msamples
        4420000    -24752.4113    -24691.8282       -60.5830 1m20s/Msamples
        4430000    -24778.1385    -24707.2600       -70.8785 1m20s/Msamples
        4440000    -24791.7864    -24694.4488       -97.3375 1m20s/Msamples
        4450000    -24774.8780    -24695.7586       -79.1193 1m20s/Msamples
        4460000    -24771.7674    -24694.4082       -77.3591 1m20s/Msamples
        4470000    -24767.6087    -24713.8082       -53.8004 1m20s/Msamples
        4480000    -24768.5275    -24699.7858       -68.7417 1m20s/Msamples
        4490000    -24753.0325    -24697.8255       -55.2069 1m20s/Msamples
        4500000    -24747.3905    -24704.1589       -43.2316 1m20s/Msamples
        4510000    -24760.7522    -24696.3608       -64.3914 1m20s/Msamples
        4520000    -24770.5696    -24700.5122       -70.0574 1m20s/Msamples
        4530000    -24758.7467    -24693.7257       -65.0209 1m20s/Msamples
        4540000    -24772.6866    -24698.4109       -74.2757 1m20s/Msamples
        4550000    -24768.1262    -24691.4678       -76.6583 1m20s/Msamples
        4560000    -24769.8884    -24692.2993       -77.5891 1m20s/Msamples
        4570000    -24772.2515    -24705.7957       -66.4557 1m20s/Msamples
        4580000    -24748.4973    -24697.9223       -50.5749 1m20s/Msamples
        4590000    -24746.3667    -24698.6534       -47.7132 1m20s/Msamples
        4600000    -24757.1002    -24694.4919       -62.6082 1m20s/Msamples
        4610000    -24771.4203    -24699.9293       -71.4910 1m20s/Msamples
        4620000    -24758.2140    -24702.1075       -56.1065 1m20s/Msamples
        4630000    -24762.4521    -24691.9644       -70.4876 1m20s/Msamples
        4640000    -24774.9486    -24706.3491       -68.5995 1m20s/Msamples
        4650000    -24770.6083    -24699.3697       -71.2386 1m20s/Msamples
        4660000    -24764.0478    -24698.2485       -65.7993 1m20s/Msamples
        4670000    -24764.6681    -24693.6862       -70.9818 1m20s/Msamples
        4680000    -24745.4334    -24697.1688       -48.2645 1m20s/Msamples
        4690000    -24773.1165    -24706.6020       -66.5144 1m20s/Msamples
        4700000    -24772.7788    -24693.0220       -79.7567 1m20s/Msamples
        4710000    -24778.3250    -24693.5198       -84.8052 1m20s/Msamples
        4720000    -24776.2187    -24693.8195       -82.3992 1m20s/Msamples
        4730000    -24746.9142    -24696.1361       -50.7781 1m20s/Msamples
        4740000    -24761.4836    -24698.1032       -63.3803 1m20s/Msamples
        4750000    -24760.1844    -24698.8762       -61.3082 1m20s/Msamples
        4760000    -24754.2471    -24695.7559       -58.4911 1m20s/Msamples
        4770000    -24749.4928    -24704.8866       -44.6062 1m20s/Msamples
        4780000    -24749.8407    -24696.6505       -53.1901 1m20s/Msamples
        4790000    -24764.1517    -24695.3185       -68.8332 1m20s/Msamples
        4800000    -24759.9395    -24699.0493       -60.8901 1m20s/Msamples
        4810000    -24751.8699    -24699.2416       -52.6283 1m20s/Msamples
        4820000    -24769.2679    -24708.0235       -61.2444 1m20s/Msamples
        4830000    -24756.9864    -24701.9881       -54.9982 1m20s/Msamples
        4840000    -24762.8754    -24702.9146       -59.9607 1m20s/Msamples
        4850000    -24745.1470    -24698.5035       -46.6434 1m20s/Msamples
        4860000    -24760.7572    -24707.9053       -52.8518 1m20s/Msamples
        4870000    -24748.9408    -24700.2825       -48.6582 1m20s/Msamples
        4880000    -24751.8871    -24699.8020       -52.0850 1m20s/Msamples
        4890000    -24760.4556    -24704.5646       -55.8910 1m20s/Msamples
        4900000    -24733.9333    -24703.1999       -30.7333 1m20s/Msamples
        4910000    -24759.9384    -24701.4407       -58.4976 1m20s/Msamples
        4920000    -24773.1832    -24706.3239       -66.8593 1m20s/Msamples
        4930000    -24780.8983    -24708.1505       -72.7477 1m20s/Msamples
        4940000    -24751.7427    -24693.3268       -58.4158 1m20s/Msamples
        4950000    -24751.7006    -24702.6806       -49.0199 1m20s/Msamples
        4960000    -24748.2359    -24715.8516       -32.3842 1m20s/Msamples
        4970000    -24760.9666    -24699.7410       -61.2255 1m20s/Msamples
        4980000    -24764.2383    -24699.4924       -64.7458 1m20s/Msamples
        4990000    -24758.0411    -24697.1058       -60.9353 1m20s/Msamples
        5000000    -24758.6216    -24690.4225       -68.1990 1m20s/Msamples

Operator                                                                      Tuning    #accept    #reject      Pr(m)  Pr(acc|m)
ScaleOperator(StrictClockRateScaler.c:2023-03-01 56 WGS D8)                  0.70189      53338     162809    0.04323    0.24677 
UpDownOperator(strictClockUpDownOperator.c:2023-03-01 56 WGS D8)             0.71312       2187     213761    0.04323    0.01013 Try setting scaleFactor to about 0.844
ScaleOperator(CoalescentExponentialTreeScaler.t:2023-03-01 56 WGS D8)        0.66118       1702     213842    0.04323    0.00790 Try setting scaleFactor to about 0.813
ScaleOperator(CoalescentExponentialTreeRootScaler.t:2023-03-01 56 WGS D8)    0.62502      38193     178200    0.04323    0.17650 
Uniform(CoalescentExponentialUniformOperator.t:2023-03-01 56 WGS D8)               -    1336147     825094    0.43228    0.61823 
SubtreeSlide(CoalescentExponentialSubtreeSlide.t:2023-03-01 56 WGS D8)       1.39082      54339    1028137    0.21614    0.05020 Try decreasing size to about 0.695
Exchange(CoalescentExponentialNarrow.t:2023-03-01 56 WGS D8)                       -          0          0    0.00000        NaN 
Exchange(CoalescentExponentialWide.t:2023-03-01 56 WGS D8)                         -      10183     206198    0.04323    0.04706 
WilsonBalding(CoalescentExponentialWilsonBalding.t:2023-03-01 56 WGS D8)           -      15085     200637    0.04323    0.06993 
ScaleOperator(ePopSizeScaler.t:2023-03-01 56 WGS D8)                         0.46435      57450     157989    0.04323    0.26666 
RealRandomWalkOperator(GrowthRateRandomWalk.t:2023-03-01 56 WGS D8)          0.64288      57797     158348    0.04323    0.26740 
ScaleOperator(KappaScaler.s:2023-03-01 56 WGS D8)                            0.42605       1882       5283    0.00144    0.26267 
ScaleOperator(proportionInvariantScaler.s:2023-03-01 56 WGS D8)              0.08435        645       6560    0.00144    0.08952 Try setting scaleFactor to about 0.29
ScaleOperator(gammaShapeScaler.s:2023-03-01 56 WGS D8)                       0.19386       2078       4988    0.00144    0.29408 
DeltaExchangeOperator(FrequenciesExchanger.s:2023-03-01 56 WGS D8)           0.01714       1979       5150    0.00144    0.27760 

     Tuning: The value of the operator's tuning parameter, or '-' if the operator can't be optimized.
    #accept: The total number of times a proposal by this operator has been accepted.
    #reject: The total number of times a proposal by this operator has been rejected.
      Pr(m): The probability this operator is chosen in a step of the MCMC (i.e. the normalized weight).
  Pr(acc|m): The acceptance probability (#accept as a fraction of the total proposals for this operator).


Total calculation time: 404.445 seconds
