
                        BEAST v2.6.7, 2002-2022
             Bayesian Evolutionary Analysis Sampling Trees
                       Designed and developed by
 Remco Bouckaert, Alexei J. Drummond, Andrew Rambaut & Marc A. Suchard
                                    
                   Centre for Computational Evolution
                         University of Auckland
                       r.bouckaert@auckland.ac.nz
                        alexei@cs.auckland.ac.nz
                                    
                   Institute of Evolutionary Biology
                        University of Edinburgh
                           a.rambaut@ed.ac.uk
                                    
                    David Geffen School of Medicine
                 University of California, Los Angeles
                           msuchard@ucla.edu
                                    
                      Downloads, Help & Resources:
                           http://beast2.org/
                                    
  Source code distributed under the GNU Lesser General Public License:
                   http://github.com/CompEvol/beast2
                                    
                           BEAST developers:
   Alex Alekseyenko, Trevor Bedford, Erik Bloomquist, Joseph Heled, 
 Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li, 
Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel, 
          Oliver Pybus, Tim Vaughan, Chieh-Hsi Wu, Walter Xie
                                    
                               Thanks to:
          Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Writing state to file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-77351.state
Random number seed: 77351

Alignment(2023-03-01 56 WGS D8)
  52 taxa
  15894 sites
  166 patterns

PP_004FFJG.1 = 2024.1010928961748 (0.685678506375325)
PP_004FFKE.1 = 2024.1120218579235 (0.674749544626593)
PP_004FFLC.1 = 2024.122950819672 (0.6638205828780883)
PP_004FFMA.1 = 2024.1584699453551 (0.6283014571949934)
PP_004FFN8.1 = 2024.1612021857923 (0.6255692167578673)
PP_004FFP6.1 = 2024.1803278688524 (0.6064435336977567)
PP_004FFQ4.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFR2.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFS0.1 = 2024.1966074681238 (0.5901639344263003)
PP_004FFTY.1 = 2024.2239298724955 (0.5628415300545839)
42 more...
  Using BEAGLE version: 4.0.1 (PRE-RELEASE) resource 0: CPU (x86_64)
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_SSE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
===============================================================================
Citations for this model:

Bouckaert, Remco, Timothy G. Vaughan, Joëlle Barido-Sottani, Sebastián Duchêne, Mathieu Fourment, 
Alexandra Gavryushkina, Joseph Heled, Graham Jones, Denise Kühnert, Nicola De Maio, Michael Matschiner, 
Fábio K. Mendes, Nicola F. Müller, Huw A. Ogilvie, Louis du Plessis, Alex Popinga, Andrew Rambaut, 
David Rasmussen, Igor Siveroni, Marc A. Suchard, Chieh-Hsi Wu, Dong Xie, Chi Zhang, Tanja Stadler, 
Alexei J. Drummond 
  BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis. 
  PLoS computational biology 15, no. 4 (2019): e1006650.

Hasegawa M, Kishino H, Yano T (1985) Dating the human-ape splitting by a
  molecular clock of mitochondrial DNA. Journal of Molecular Evolution
  22:160-174.

===============================================================================
Start likelihood: -46177.73570141175 
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-77351-BEAST.log
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-77351-BEAST.trees
         Sample      posterior     likelihood          prior
        3060000    -24731.2207    -24687.2288       -43.9918 1m20s/Msamples
        3070000    -24762.9574    -24692.2288       -70.7285 1m20s/Msamples
        3080000    -24751.1157    -24694.3011       -56.8146 1m20s/Msamples
        3090000    -24746.2863    -24694.5319       -51.7544 1m20s/Msamples
        3100000    -24738.1551    -24694.3920       -43.7631 1m20s/Msamples
        3110000    -24750.2313    -24701.7277       -48.5036 1m20s/Msamples
        3120000    -24762.8740    -24702.9604       -59.9136 1m20s/Msamples
        3130000    -24745.5346    -24699.1894       -46.3451 1m20s/Msamples
        3140000    -24768.6781    -24707.4108       -61.2673 1m20s/Msamples
        3150000    -24752.2243    -24696.3273       -55.8970 1m20s/Msamples
        3160000    -24763.9227    -24696.4784       -67.4442 1m20s/Msamples
        3170000    -24772.7219    -24709.4686       -63.2532 1m20s/Msamples
        3180000    -24772.6050    -24709.5549       -63.0500 1m20s/Msamples
        3190000    -24752.2031    -24697.2164       -54.9867 1m20s/Msamples
        3200000    -24779.1517    -24706.2765       -72.8752 1m20s/Msamples
        3210000    -24768.1533    -24699.0439       -69.1093 1m20s/Msamples
        3220000    -24787.5591    -24705.7053       -81.8537 1m20s/Msamples
        3230000    -24773.7617    -24696.3244       -77.4372 1m20s/Msamples
        3240000    -24770.1866    -24696.8395       -73.3471 1m20s/Msamples
        3250000    -24787.8383    -24696.9759       -90.8624 1m20s/Msamples
        3260000    -24777.3097    -24696.7137       -80.5959 1m20s/Msamples
        3270000    -24770.4957    -24702.8819       -67.6137 1m20s/Msamples
        3280000    -24758.7722    -24701.1792       -57.5929 1m20s/Msamples
        3290000    -24756.2175    -24701.4851       -54.7324 1m20s/Msamples
        3300000    -24757.8057    -24702.1207       -55.6849 1m20s/Msamples
        3310000    -24773.6550    -24697.2654       -76.3895 1m20s/Msamples
        3320000    -24763.2720    -24704.2982       -58.9738 1m20s/Msamples
        3330000    -24753.4076    -24699.2617       -54.1458 1m20s/Msamples
        3340000    -24760.0495    -24698.4098       -61.6397 1m20s/Msamples
        3350000    -24750.3980    -24694.3521       -56.0459 1m20s/Msamples
        3360000    -24757.6022    -24690.5737       -67.0285 1m20s/Msamples
        3370000    -24743.8164    -24697.7923       -46.0241 1m20s/Msamples
        3380000    -24753.9267    -24693.6715       -60.2552 1m20s/Msamples
        3390000    -24775.8753    -24694.3478       -81.5274 1m20s/Msamples
        3400000    -24756.0915    -24697.5276       -58.5639 1m20s/Msamples
        3410000    -24749.5619    -24707.5768       -41.9851 1m20s/Msamples
        3420000    -24776.5833    -24702.4914       -74.0919 1m20s/Msamples
        3430000    -24764.8207    -24692.7839       -72.0368 1m20s/Msamples
        3440000    -24763.7490    -24698.0292       -65.7197 1m20s/Msamples
        3450000    -24769.0261    -24698.7434       -70.2827 1m20s/Msamples
        3460000    -24782.6909    -24703.8203       -78.8705 1m20s/Msamples
        3470000    -24761.6908    -24694.7161       -66.9746 1m20s/Msamples
        3480000    -24763.6132    -24692.6433       -70.9699 1m20s/Msamples
        3490000    -24772.9493    -24691.9805       -80.9688 1m20s/Msamples
        3500000    -24761.6013    -24693.1106       -68.4907 1m20s/Msamples
        3510000    -24741.9072    -24696.3891       -45.5181 1m20s/Msamples
        3520000    -24742.9766    -24692.7488       -50.2277 1m20s/Msamples
        3530000    -24774.5709    -24697.9982       -76.5727 1m20s/Msamples
        3540000    -24779.8040    -24699.8225       -79.9815 1m20s/Msamples
        3550000    -24758.1208    -24698.5219       -59.5989 1m20s/Msamples
        3560000    -24745.5496    -24694.2349       -51.3146 1m20s/Msamples
        3570000    -24758.6576    -24695.7489       -62.9086 1m20s/Msamples
        3580000    -24776.1585    -24699.2330       -76.9255 1m20s/Msamples
        3590000    -24755.7617    -24695.7158       -60.0458 1m20s/Msamples
        3600000    -24766.9633    -24695.1098       -71.8534 1m20s/Msamples
        3610000    -24768.8179    -24697.4423       -71.3755 1m20s/Msamples
        3620000    -24761.9581    -24699.3442       -62.6139 1m20s/Msamples
        3630000    -24767.5931    -24696.0655       -71.5275 1m20s/Msamples
        3640000    -24764.8450    -24698.2626       -66.5823 1m20s/Msamples
        3650000    -24774.5115    -24712.5449       -61.9666 1m20s/Msamples
        3660000    -24787.7196    -24702.7876       -84.9320 1m20s/Msamples
        3670000    -24775.6760    -24702.3431       -73.3329 1m20s/Msamples
        3680000    -24773.6473    -24693.2195       -80.4277 1m20s/Msamples
        3690000    -24777.9556    -24698.2446       -79.7109 1m20s/Msamples
        3700000    -24772.5383    -24697.7928       -74.7454 1m20s/Msamples
        3710000    -24765.2339    -24693.7310       -71.5028 1m20s/Msamples
        3720000    -24777.1346    -24694.2377       -82.8968 1m20s/Msamples
        3730000    -24768.8029    -24693.0839       -75.7189 1m20s/Msamples
        3740000    -24765.1753    -24701.7395       -63.4357 1m20s/Msamples
        3750000    -24746.0934    -24686.4267       -59.6666 1m20s/Msamples
        3760000    -24754.5278    -24701.0345       -53.4932 1m20s/Msamples
        3770000    -24749.5992    -24697.2797       -52.3194 1m20s/Msamples
        3780000    -24745.3448    -24699.8487       -45.4961 1m20s/Msamples
        3790000    -24750.6368    -24697.5628       -53.0739 1m20s/Msamples
        3800000    -24760.2331    -24698.1354       -62.0977 1m20s/Msamples
        3810000    -24772.6667    -24694.6480       -78.0186 1m20s/Msamples
        3820000    -24784.5997    -24697.8450       -86.7546 1m20s/Msamples
        3830000    -24783.6401    -24695.5896       -88.0505 1m20s/Msamples
        3840000    -24785.7635    -24700.3060       -85.4575 1m20s/Msamples
        3850000    -24785.1768    -24706.7081       -78.4686 1m20s/Msamples
        3860000    -24776.1698    -24705.4887       -70.6810 1m20s/Msamples
        3870000    -24780.0178    -24705.3128       -74.7049 1m20s/Msamples
        3880000    -24777.7818    -24704.5869       -73.1948 1m20s/Msamples
        3890000    -24775.4533    -24707.9336       -67.5197 1m20s/Msamples
        3900000    -24769.7445    -24704.3553       -65.3891 1m20s/Msamples
        3910000    -24759.0911    -24692.8848       -66.2062 1m20s/Msamples
        3920000    -24759.7811    -24703.6578       -56.1233 1m20s/Msamples
        3930000    -24751.8427    -24696.6974       -55.1453 1m20s/Msamples
        3940000    -24772.9306    -24708.1084       -64.8222 1m20s/Msamples
        3950000    -24780.3832    -24711.8313       -68.5519 1m20s/Msamples
        3960000    -24789.9262    -24703.2301       -86.6960 1m20s/Msamples
        3970000    -24779.1884    -24706.2073       -72.9810 1m20s/Msamples
        3980000    -24748.7344    -24694.0612       -54.6732 1m20s/Msamples
        3990000    -24742.6823    -24700.5046       -42.1777 1m20s/Msamples
        4000000    -24754.1809    -24701.0656       -53.1153 1m20s/Msamples
        4010000    -24773.9352    -24703.3936       -70.5416 1m20s/Msamples
        4020000    -24755.8445    -24695.8411       -60.0033 1m20s/Msamples
        4030000    -24749.8346    -24712.8197       -37.0148 1m20s/Msamples
        4040000    -24757.6622    -24699.6097       -58.0525 1m20s/Msamples
        4050000    -24755.6818    -24699.0543       -56.6275 1m20s/Msamples
        4060000    -24748.4827    -24692.3877       -56.0950 1m20s/Msamples
        4070000    -24750.8900    -24692.9951       -57.8948 1m20s/Msamples
        4080000    -24737.9029    -24693.8402       -44.0627 1m20s/Msamples
        4090000    -24769.6030    -24704.1402       -65.4627 1m20s/Msamples
        4100000    -24768.8570    -24701.3508       -67.5061 1m20s/Msamples
        4110000    -24754.8060    -24700.8038       -54.0021 1m20s/Msamples
        4120000    -24743.4235    -24699.0126       -44.4109 1m20s/Msamples
        4130000    -24751.8731    -24701.2831       -50.5899 1m20s/Msamples
        4140000    -24755.4578    -24694.9854       -60.4724 1m20s/Msamples
        4150000    -24751.0626    -24698.9469       -52.1156 1m20s/Msamples
        4160000    -24757.1660    -24695.0289       -62.1371 1m20s/Msamples
        4170000    -24752.8076    -24698.1830       -54.6245 1m20s/Msamples
        4180000    -24758.9535    -24696.5874       -62.3661 1m20s/Msamples
        4190000    -24753.8628    -24695.6747       -58.1881 1m20s/Msamples
        4200000    -24743.6302    -24701.0124       -42.6178 1m20s/Msamples
        4210000    -24751.5916    -24701.8491       -49.7424 1m20s/Msamples
        4220000    -24757.2223    -24713.4918       -43.7305 1m20s/Msamples
        4230000    -24751.2998    -24703.1246       -48.1751 1m20s/Msamples
        4240000    -24741.8390    -24696.9671       -44.8719 1m20s/Msamples
        4250000    -24753.4051    -24695.9554       -57.4497 1m20s/Msamples
        4260000    -24759.9740    -24694.9234       -65.0506 1m20s/Msamples
        4270000    -24773.2009    -24698.8881       -74.3128 1m20s/Msamples
        4280000    -24766.6192    -24695.7052       -70.9140 1m20s/Msamples
        4290000    -24769.9123    -24694.8900       -75.0222 1m20s/Msamples
        4300000    -24768.1620    -24695.1131       -73.0489 1m20s/Msamples
        4310000    -24761.6253    -24697.9537       -63.6716 1m20s/Msamples
        4320000    -24761.4239    -24700.9548       -60.4690 1m20s/Msamples
        4330000    -24750.1200    -24689.2348       -60.8851 1m20s/Msamples
        4340000    -24748.1292    -24696.7522       -51.3770 1m20s/Msamples
        4350000    -24777.2772    -24699.5572       -77.7200 1m20s/Msamples
        4360000    -24785.4318    -24701.0329       -84.3989 1m20s/Msamples
        4370000    -24760.0491    -24692.7950       -67.2540 1m20s/Msamples
        4380000    -24761.1608    -24692.3571       -68.8037 1m20s/Msamples
        4390000    -24761.0978    -24689.0986       -71.9991 1m20s/Msamples
        4400000    -24762.0526    -24697.4850       -64.5676 1m20s/Msamples
        4410000    -24771.9357    -24697.8138       -74.1219 1m20s/Msamples
        4420000    -24774.2758    -24709.0436       -65.2322 1m20s/Msamples
        4430000    -24787.8313    -24708.2860       -79.5453 1m20s/Msamples
        4440000    -24782.4694    -24705.7833       -76.6861 1m20s/Msamples
        4450000    -24764.5603    -24709.7150       -54.8453 1m20s/Msamples
        4460000    -24758.4067    -24692.3709       -66.0357 1m20s/Msamples
        4470000    -24767.1376    -24692.3841       -74.7534 1m20s/Msamples
        4480000    -24779.9710    -24696.6416       -83.3293 1m20s/Msamples
        4490000    -24779.8494    -24697.4677       -82.3817 1m20s/Msamples
        4500000    -24768.8806    -24694.3845       -74.4960 1m20s/Msamples
        4510000    -24763.7201    -24696.6264       -67.0937 1m20s/Msamples
        4520000    -24767.9257    -24701.7193       -66.2064 1m20s/Msamples
        4530000    -24763.7570    -24706.7642       -56.9927 1m20s/Msamples
        4540000    -24758.8072    -24690.3174       -68.4898 1m20s/Msamples
        4550000    -24766.1198    -24702.0759       -64.0438 1m20s/Msamples
        4560000    -24750.5962    -24695.4040       -55.1922 1m20s/Msamples
        4570000    -24769.6268    -24699.6884       -69.9384 1m20s/Msamples
        4580000    -24769.6824    -24701.4388       -68.2436 1m20s/Msamples
        4590000    -24758.3589    -24696.4206       -61.9383 1m20s/Msamples
        4600000    -24774.9072    -24705.0974       -69.8097 1m20s/Msamples
        4610000    -24747.3577    -24689.2266       -58.1311 1m20s/Msamples
        4620000    -24753.1068    -24701.0580       -52.0487 1m20s/Msamples
        4630000    -24754.3176    -24691.2310       -63.0865 1m20s/Msamples
        4640000    -24763.5323    -24702.3455       -61.1867 1m20s/Msamples
        4650000    -24749.0747    -24693.1822       -55.8924 1m20s/Msamples
        4660000    -24765.4503    -24696.3869       -69.0633 1m20s/Msamples
        4670000    -24785.2610    -24696.2341       -89.0268 1m20s/Msamples
        4680000    -24748.1376    -24692.1026       -56.0350 1m20s/Msamples
        4690000    -24777.4023    -24698.1986       -79.2037 1m20s/Msamples
        4700000    -24778.3367    -24692.9349       -85.4017 1m20s/Msamples
        4710000    -24759.4432    -24693.0997       -66.3434 1m20s/Msamples
        4720000    -24767.6728    -24689.6023       -78.0705 1m20s/Msamples
        4730000    -24775.5033    -24690.0784       -85.4248 1m20s/Msamples
        4740000    -24770.8389    -24693.8570       -76.9818 1m20s/Msamples
        4750000    -24791.6335    -24696.0627       -95.5708 1m20s/Msamples
        4760000    -24784.7614    -24702.4325       -82.3289 1m20s/Msamples
        4770000    -24769.9005    -24699.9690       -69.9314 1m20s/Msamples
        4780000    -24750.7726    -24695.2128       -55.5598 1m20s/Msamples
        4790000    -24773.2374    -24689.2207       -84.0167 1m20s/Msamples
        4800000    -24775.3764    -24706.9560       -68.4203 1m20s/Msamples
        4810000    -24779.1640    -24691.8450       -87.3189 1m20s/Msamples
        4820000    -24772.5611    -24698.0341       -74.5270 1m20s/Msamples
        4830000    -24788.8600    -24703.4360       -85.4239 1m20s/Msamples
        4840000    -24784.9419    -24696.1459       -88.7959 1m20s/Msamples
        4850000    -24779.2147    -24692.8981       -86.3165 1m20s/Msamples
        4860000    -24808.0916    -24699.2478      -108.8437 1m20s/Msamples
        4870000    -24802.2802    -24692.9994      -109.2807 1m20s/Msamples
        4880000    -24785.7245    -24691.7173       -94.0072 1m20s/Msamples
        4890000    -24789.9679    -24698.7923       -91.1755 1m20s/Msamples
        4900000    -24807.1463    -24705.1427      -102.0035 1m20s/Msamples
        4910000    -24764.7681    -24703.6464       -61.1216 1m20s/Msamples
        4920000    -24761.9714    -24696.7377       -65.2337 1m20s/Msamples
        4930000    -24770.8847    -24702.2259       -68.6588 1m20s/Msamples
        4940000    -24776.9804    -24696.6370       -80.3434 1m20s/Msamples
        4950000    -24758.8763    -24699.1595       -59.7168 1m20s/Msamples
        4960000    -24754.0453    -24699.1280       -54.9173 1m20s/Msamples
        4970000    -24751.4380    -24695.8027       -55.6353 1m20s/Msamples
        4980000    -24749.4540    -24699.2813       -50.1726 1m20s/Msamples
        4990000    -24775.3834    -24697.1173       -78.2661 1m20s/Msamples
        5000000    -24783.9061    -24696.9782       -86.9278 1m20s/Msamples

Operator                                                                      Tuning    #accept    #reject      Pr(m)  Pr(acc|m)
ScaleOperator(StrictClockRateScaler.c:2023-03-01 56 WGS D8)                  0.69738      51788     164213    0.04323    0.23976 
UpDownOperator(strictClockUpDownOperator.c:2023-03-01 56 WGS D8)             0.66383       1944     213722    0.04323    0.00901 Try setting scaleFactor to about 0.815
ScaleOperator(CoalescentExponentialTreeScaler.t:2023-03-01 56 WGS D8)        0.73932       2343     214121    0.04323    0.01082 Try setting scaleFactor to about 0.86
ScaleOperator(CoalescentExponentialTreeRootScaler.t:2023-03-01 56 WGS D8)    0.61572      36167     179919    0.04323    0.16737 
Uniform(CoalescentExponentialUniformOperator.t:2023-03-01 56 WGS D8)               -    1338020     824758    0.43228    0.61866 
SubtreeSlide(CoalescentExponentialSubtreeSlide.t:2023-03-01 56 WGS D8)       1.16225      65341    1013648    0.21614    0.06056 Try decreasing size to about 0.581
Exchange(CoalescentExponentialNarrow.t:2023-03-01 56 WGS D8)                       -          0          0    0.00000        NaN 
Exchange(CoalescentExponentialWide.t:2023-03-01 56 WGS D8)                         -      10214     206354    0.04323    0.04716 
WilsonBalding(CoalescentExponentialWilsonBalding.t:2023-03-01 56 WGS D8)           -      15256     199963    0.04323    0.07089 
ScaleOperator(ePopSizeScaler.t:2023-03-01 56 WGS D8)                         0.46531      57803     159133    0.04323    0.26645 
RealRandomWalkOperator(GrowthRateRandomWalk.t:2023-03-01 56 WGS D8)          0.65237      56124     160434    0.04323    0.25916 
ScaleOperator(KappaScaler.s:2023-03-01 56 WGS D8)                            0.38896       1710       5552    0.00144    0.23547 
ScaleOperator(proportionInvariantScaler.s:2023-03-01 56 WGS D8)              0.21773       1601       5596    0.00144    0.22245 
ScaleOperator(gammaShapeScaler.s:2023-03-01 56 WGS D8)                       0.19781       2286       4871    0.00144    0.31941 
DeltaExchangeOperator(FrequenciesExchanger.s:2023-03-01 56 WGS D8)           0.01733       1886       5234    0.00144    0.26489 

     Tuning: The value of the operator's tuning parameter, or '-' if the operator can't be optimized.
    #accept: The total number of times a proposal by this operator has been accepted.
    #reject: The total number of times a proposal by this operator has been rejected.
      Pr(m): The probability this operator is chosen in a step of the MCMC (i.e. the normalized weight).
  Pr(acc|m): The acceptance probability (#accept as a fraction of the total proposals for this operator).


Total calculation time: 402.861 seconds
